,Date,Close_appl,Close_msft,Inflation
0,2014-05-31,0.0037479227517392705,0.002803802344548147,2.127518
1,2014-06-30,0.001327695398816027,0.0009159246983485422,2.142724
2,2014-07-31,0.0013644795885681177,0.0016141430062983984,2.098319
3,2014-08-31,0.0033537222129103937,0.0024684293804981988,1.959017
4,2014-09-30,-0.0006830603991439823,0.001013331178283759,1.95017
5,2014-10-31,0.0030918887596621245,0.0006783700025826786,2.001463
6,2014-11-30,0.005117435729863568,0.0009955804147138557,1.999147
7,2014-12-31,-0.0032537085426846564,-0.0012105943000190896,1.961226
8,2015-01-31,0.003245029400768962,-0.006599226394518304,1.976365
9,2015-02-28,0.004943495723239108,0.004355605603772935,1.972517
10,2015-03-31,-0.001360782642813166,-0.003352868435909247,1.989606
11,2015-04-30,0.0003478678952147189,0.00885342498189087,2.05371
12,2015-05-31,0.0020987857651117827,-0.0017829514714908401,2.056561
13,2015-06-30,-0.0016950276003186236,-0.002660528386895072,2.103732
14,2015-07-31,-0.0013994587532343233,0.0026284669173726686,2.130475
15,2015-08-31,-0.003117644561502515,-0.003095649933845479,2.169207
16,2015-09-30,-0.0008329735349913067,0.0009543105458445156,2.268536
17,2015-10-31,0.003772732018364432,0.00816800973604579,2.335492
18,2015-11-30,-0.000401221854376993,0.0016485588016149967,2.394625
19,2015-12-31,-0.005183024858234086,0.0010388424129753402,2.437497
20,2016-01-31,-0.003746700592013126,-0.00010449021083415224,2.460879
21,2016-02-29,-0.0002485299474703828,-0.0038347658339436264,2.538253
22,2016-03-31,0.005536052107651013,0.0038307088409631432,2.526214
23,2016-04-30,-0.006991271229088391,-0.0046867553124393495,2.53143
24,2016-05-31,0.0030975039720183666,0.0029846350130059798,2.565678
25,2016-06-30,-0.0019247008075286968,-0.0014684589234846177,2.563629
26,2016-07-31,0.00443970393219077,0.005211809913134779,2.569655
27,2016-08-31,0.0008252491482085893,0.0006060155077309691,2.716347
28,2016-09-30,0.003143399997662285,0.00016339480145159216,2.624799
29,2016-10-31,0.0002493378205040221,0.0019480817717109765,2.502268
30,2016-11-30,-0.0012060160604469598,0.00034028157851690154,2.518564
31,2016-12-31,0.0022678453930448836,0.0015175400384416068,2.585286
32,2017-01-31,0.0023433647935984015,0.002011674117611778,2.651739
33,2017-02-28,0.006489439516394878,-0.0005289250099803283,2.664566
34,2017-03-31,0.002102453365219033,0.0012801849883785487,2.436586
35,2017-04-30,1.671785849118108e-06,0.00205852846924718,2.235672
36,2017-05-31,0.0028724716896515053,0.000948538191642539,2.139634
37,2017-06-30,-0.002569497077036303,-0.0005296675403305039,2.122109
38,2017-07-31,0.0016299184658384092,0.0027010237973047247,2.131777
39,2017-08-31,0.0043713392140335185,0.0012577433357769759,2.075047
40,2017-09-30,-0.0030510015269855973,-0.0001594163037535734,2.091354
41,2017-10-31,0.004274781723916659,0.00512128745674224,2.177581
42,2017-11-30,0.0008503181649668292,0.0005953287072132861,2.099803
43,2017-12-31,-0.0007192207995169065,0.0008851698099737349,2.117186
44,2018-01-31,-0.0004599251910570603,0.0050631828027693955,2.157823
45,2018-02-28,0.0035051743487730367,-0.00041823912219998265,2.123101
46,2018-03-31,-0.0027076017200248002,-0.001011140964928772,2.366925
47,2018-04-30,-0.0005952568775938643,0.001307235876606617,2.491592
48,2018-05-31,0.005689210100482642,0.0025522241255779943,2.543212
49,2018-06-30,-0.0004141195749848757,-6.00395430981734e-05,2.551897
50,2018-07-31,0.0013546714971496075,0.00356780667212132,2.518753
51,2018-08-31,0.007919972729233745,0.002522091910572819,2.432443
52,2018-09-30,-0.0003392320262224007,0.0010053615858089714,2.462881
53,2018-10-31,-0.001140001571921642,-0.0026416533781061548,2.415236
54,2018-11-30,-0.009262209960229877,0.0019845737429589486,2.476418
55,2018-12-31,-0.006138906459413893,-0.004261160425039242,2.456173
56,2019-01-31,0.0030358608190524305,0.001508617210191645,2.375054
57,2019-02-28,0.002134651130146828,0.0037676604349307376,2.375943
58,2019-03-31,0.004511702330709279,0.0025078477767067724,2.356946
59,2019-04-30,0.0026570664634788573,0.004900297684999048,2.392773
60,2019-05-31,-0.005966806238742558,-0.0023789986065084604,2.360903
61,2019-06-30,0.006240293085941912,0.004113657505065765,2.392597
62,2019-07-31,0.0034088556915900865,0.0008203792367022309,2.475923
63,2019-08-31,-0.0006600374241934856,0.000682587845009398,2.630398
64,2019-09-30,0.0036061391476497505,0.0004798414928073091,2.622934
65,2019-10-31,0.004663517413351687,0.001415484179891443,2.747596
66,2019-11-30,0.003632975490446261,0.0027344134623394968,2.772021
67,2019-12-31,0.0045493103092710185,0.0019695663591851676,2.752609
68,2020-01-31,0.0026639164947991133,0.0037286212183433496,2.790484
69,2020-02-29,-0.006233753198799982,-0.002266330845696303,2.800101
70,2020-03-31,-0.0012625327230481294,0.0010822266125274321,2.606553
71,2020-04-30,0.007340435826316256,0.006494395947078859,2.179323
72,2020-05-31,0.004027301794360949,0.0011967191558027279,2.01414
73,2020-06-30,0.006456041106816423,0.004963657210061978,1.993544
74,2020-07-31,0.00731341341072177,0.0004974185105901378,2.281283
75,2020-08-31,0.009481817633273206,0.004731003765839052,2.213149
76,2020-09-30,-0.004564176097587916,-0.0029885866430206863,1.980283
77,2020-10-31,-0.0024431048673669905,-0.0015464722550291147,1.747303
78,2020-11-30,0.0046336357776672445,0.0029625254455870388,1.697582
79,2020-12-31,0.0050931209993480605,0.0017902857824502285,1.600671
80,2021-01-31,-1.3112874294554217e-05,0.002369973306335874,1.400569
81,2021-02-28,-0.004347005690182035,0.00017803169862487094,1.405123
82,2021-03-31,0.0005744645865441071,0.0007594570389661391,1.592366
83,2021-04-30,0.0035911953004806874,0.003294962617007098,2.209393
84,2021-05-31,-0.002554869750082245,-0.00040597538303783207,2.562825
85,2021-06-30,0.004349052687061241,0.0037509727232772753,2.558145
86,2021-07-31,0.003095885059913597,0.002442330100005523,2.323597
87,2021-08-31,0.0018888195538908838,0.002675050380323608,2.332419
88,2021-09-30,-0.0032670973797819035,-0.0031844037647217062,2.610662
89,2021-10-31,0.0027846923099909206,0.007848996148402228,3.007604
90,2021-11-30,0.004800586205778236,-9.197707669137518e-05,3.184384
91,2021-12-31,0.0034220197547167167,0.0009202993387511667,3.456458
92,2022-01-31,-0.0005661315187369065,-0.003726038728348019,3.965498
93,2022-02-28,-0.0028800186626735287,-0.0018673833416068073,4.280304
94,2022-03-31,0.002622285713416316,0.0015730596922707769,4.534344
95,2022-04-30,-0.004878178710157016,-0.004939876830661755,4.703935
96,2022-05-31,-0.0022700782388629806,-0.0006884347506179193,4.950974
97,2022-06-30,-0.0037533340030011415,-0.0024589350667563285,5.39633
98,2022-07-31,0.008791746846945636,0.004691356612708292,5.59073
99,2022-08-31,-0.0013119872899969008,-0.0029805205098688654,5.951312
100,2022-09-30,-0.005864356293708454,-0.005348317931042994,6.348017
101,2022-10-31,0.005296784226441647,0.00029654939774302944,6.312946
102,2022-11-30,-0.001258163717333682,0.004889561495084597,6.422543
103,2022-12-31,-0.006032687428438554,-0.00281698972381394,6.538167
104,2023-01-31,0.005381022208312947,0.0018408858192118405,6.487554
105,2023-02-28,0.001255426143034702,0.0005559819822194877,6.525
106,2023-03-31,0.0049768472193581275,0.006443174752145813,6.390946
107,2023-04-30,0.0015797598755794445,0.003587491333206478,6.264224
108,2023-05-31,0.002061156299773265,0.0031031315228721257,5.975255
109,2023-06-30,0.004345270863028505,0.0018444444571036863,5.586684
110,2023-07-31,0.0006637717445323876,-0.0005290399363798215,5.405751
111,2023-08-31,-0.0018126533081537367,-0.0010115311268978572,5.172225
112,2023-09-30,-0.004533583856046341,-0.001795705453521007,4.95977
113,2023-10-31,-6.562405045003454e-05,0.003241639335672836,4.882928
114,2023-11-30,0.005121834832939149,0.0055059931739676205,4.688293
115,2023-12-31,0.0007137714641135384,-0.0003396180034917817,4.554396
116,2024-01-31,-0.0019414102604567679,0.002712047407177908,4.603922367
117,2024-02-29,-0.0009705044079327318,0.002056097901802273,4.403102398
118,2024-03-31,-0.0025092676591325193,0.0009356407583239523,4.509212494
119,2024-04-30,-0.00020306060231718842,-0.003428099486124482,4.509212494
120,2024-05-31,0.025267009271126756,0.01464065797979582,4.509212494
